listing_id,price,make,segment,model_year,vehicle_age,mileage,transmission,fuel_type,engine_size,province,service_history,previous_owners,accident_history,warranty_months,seller_type,colour
SA01889,110500,Ford,Bakkie,2014,12,131000,Manual,Petrol,3.1,Free State,Full,4,No,0,Private,White
SA01884,62500,Ford,SUV,2010,16,190000,Automatic,Diesel,1.9,KwaZulu-Natal,Full,6,No,0,Private,White
SA00469,111500,Volkswagen,SUV,2014,12,128000,Manual,Diesel,2.5,Gauteng,Full,3,Yes,0,Private,Black
SA00601,25000,Nissan,Hatchback,2008,18,258000,Manual,Petrol,1,Gauteng,Full,5,No,0,Dealership,White
SA00410,31500,Toyota,Sedan,2011,15,299000,Manual,Petrol,1.8,Northern Cape,Full,3,No,0,Private,Red
SA01967,228000,BMW,Luxury,2016,10,58000,Manual,Petrol,2.9,KwaZulu-Natal,Partial,4,No,0,Dealership,Grey
SA00080,146500,Ford,Bakkie,2019,7,169500,Manual,Diesel,2.7,Limpopo,Partial,2,Yes,0,Dealership,Grey
SA00411,61500,Isuzu,Hatchback,2012,14,252000,Manual,Petrol,1.4,Western Cape,Partial,3,No,0,Dealership,Black
SA00233,252000,Toyota,Sedan,2025,1,23500,Manual,Petrol,1.3,Gauteng,None,2,No,56,Private,Grey
SA02106,243500,BMW,Luxury,2016,10,90000,Automatic,Petrol,2.8,KwaZulu-Natal,Full,3,No,0,Dealership,Blue
SA01825,281500,Ford,SUV,2023,3,79500,Automatic,Petrol,1.7,Western Cape,Full,1,Yes,41,Dealership,Grey
SA02388,176500,Audi,Luxury,2016,10,53500,Automatic,Petrol,2.4,Western Cape,Full,3,No,0,Private,White
SA00073,55000,Volkswagen,SUV,2010,16,220000,Automatic,Petrol,2.1,Western Cape,Full,5,No,0,Dealership,White
SA00214,404500,Hyundai,SUV,2025,1,19000,Automatic,Hybrid,2.6,Western Cape,Full,1,No,59,Private,Black
SA00788,160500,Suzuki,SUV,2019,7,65500,Automatic,Diesel,2.4,Gauteng,Full,2,No,0,Dealership,Black
SA01962,110000,Volkswagen,Hatchback,2019,7,122000,Manual,Petrol,0.9,Western Cape,Partial,2,No,0,Dealership,White
SA01364,205000,Hyundai,Hatchback,2023,3,52000,Automatic,Petrol,1.3,KwaZulu-Natal,Full,1,No,33,Dealership,Red
SA00693,111500,Ford,SUV,2016,10,174500,Automatic,Diesel,2.4,Gauteng,Full,2,No,0,Dealership,Silver
SA01325,142500,Kia,SUV,2018,8,121500,Automatic,Diesel,2.5,Western Cape,Partial,2,No,0,Private,Blue
SA00441,202000,Suzuki,Bakkie,2018,8,187000,Automatic,Diesel,3.2,Gauteng,Full,3,No,0,Private,Blue
SA01170,109000,Nissan,Hatchback,2019,7,100000,Manual,Petrol,1.5,Western Cape,Full,3,No,0,Private,Silver
SA00516,41000,Volkswagen,Bakkie,2007,19,350000,Automatic,Diesel,2.1,Gauteng,Full,4,No,0,Private,Silver
SA00246,53500,Toyota,Luxury,2009,17,319500,Automatic,Petrol,3.2,Northern Cape,Full,4,No,0,Dealership,Grey
SA00814,162000,Mercedes-Benz,Hatchback,2019,7,27500,Automatic,Petrol,1.3,Gauteng,Full,3,No,0,Private,Red
SA01787,309500,Nissan,SUV,2024,2,29000,Automatic,Hybrid,2.5,Gauteng,Full,1,Yes,50,Private,Blue
SA00314,129500,Volkswagen,SUV,2015,11,114500,Automatic,Petrol,2.3,Gauteng,Full,2,No,0,Dealership,White
SA00100,46500,Toyota,Luxury,2009,17,305500,Automatic,Petrol,2.5,Gauteng,Partial,6,No,0,Private,Black
SA02354,231500,Mercedes-Benz,Luxury,2015,11,189000,Automatic,Petrol,2.2,Gauteng,Full,4,No,0,Dealership,Red
SA01763,40000,Nissan,Hatchback,2012,14,209500,Automatic,Petrol,1.3,Gauteng,Full,5,No,0,Dealership,White
SA01166,229500,Mercedes-Benz,Luxury,2017,9,66500,Automatic,Petrol,2.6,Eastern Cape,None,3,No,0,Dealership,Red
SA01518,51000,Toyota,Bakkie,2011,15,350000,Manual,Petrol,2.9,Gauteng,Partial,5,No,0,Dealership,Other
SA01324,33000,Volkswagen,Hatchback,2010,16,350000,Manual,Diesel,1.6,Gauteng,Partial,3,Yes,0,Dealership,Grey
SA01297,90000,Kia,Hatchback,2020,6,138500,Automatic,Diesel,1.4,Western Cape,Full,2,No,0,Private,Grey
SA00968,91000,Ford,Bakkie,2014,12,160500,Manual,Diesel,2.1,Western Cape,None,4,No,0,Dealership,White
SA01792,142000,Nissan,Hatchback,2023,3,93000,Manual,Petrol,1.7,Limpopo,None,2,No,38,Dealership,Other
SA00334,215000,Toyota,Sedan,2022,4,20000,Manual,Diesel,1.8,Western Cape,Full,2,No,31,Private,Silver
SA01726,167500,Volkswagen,Sedan,2022,4,27500,Manual,Diesel,1.8,Gauteng,Partial,2,No,25,Private,Grey
SA02353,238500,Toyota,Hatchback,2025,1,15500,Manual,Petrol,1.4,Northern Cape,Full,1,No,60,Private,Black
SA02006,65500,Ford,Sedan,2015,11,328000,Manual,Petrol,2.1,Gauteng,Full,3,No,0,Dealership,Silver
SA02160,80000,Volkswagen,Bakkie,2013,13,275000,Manual,Diesel,2.3,Western Cape,Full,3,No,0,Dealership,White
SA01717,45000,Ford,Hatchback,2013,13,88000,Manual,Petrol,1.6,North West,Full,3,Yes,0,Dealership,White
SA01386,188000,Toyota,Bakkie,2016,10,45500,Manual,Diesel,2.7,Gauteng,Full,5,No,0,Dealership,Black
SA00911,224000,Volkswagen,SUV,2021,5,64000,Automatic,Hybrid,2.3,Gauteng,None,2,No,11,Private,Black
SA01798,620000,Volkswagen,Luxury,2025,1,17500,Automatic,Petrol,3.2,Gauteng,Full,3,No,60,Dealership,Red
SA00085,134500,Toyota,Sedan,2015,11,55500,Automatic,Petrol,1.8,Western Cape,Full,3,No,0,Dealership,Grey
SA00341,353500,Hyundai,SUV,2025,1,2500,Automatic,Petrol,2.3,Western Cape,Full,1,No,60,Private,Red
SA01656,135500,Volkswagen,Hatchback,2020,6,122500,Manual,Petrol,0.9,Gauteng,Full,2,No,4,Dealership,Red
SA02285,92500,Volkswagen,SUV,2012,14,209000,Automatic,Diesel,2.1,KwaZulu-Natal,Partial,3,No,0,Dealership,Silver
SA00936,117500,Volkswagen,Hatchback,2019,7,22500,Automatic,Petrol,1.6,Gauteng,Partial,2,Yes,0,Dealership,White
SA01001,230500,Ford,Sedan,2023,3,75500,Automatic,Petrol,2.1,Free State,Full,3,No,43,Dealership,Blue
SA00872,324500,Toyota,Luxury,2022,4,42000,Automatic,Petrol,2.1,Mpumalanga,Partial,2,No,32,Private,Black
SA00518,173000,Suzuki,SUV,2020,6,71500,Automatic,Diesel,1.9,Western Cape,Full,2,No,11,Dealership,White
SA00253,213500,Volkswagen,SUV,2018,8,22500,Automatic,Petrol,2.1,Gauteng,Partial,4,No,0,Dealership,Silver
SA00182,181000,Ford,Bakkie,2017,9,110500,Automatic,Petrol,2.7,Gauteng,Full,2,No,0,Dealership,Black
SA00212,87500,Toyota,Sedan,2016,10,146000,Manual,Petrol,1.7,Mpumalanga,None,2,No,0,Dealership,Black
SA02162,211000,Isuzu,SUV,2023,3,79500,Automatic,Diesel,2.1,Limpopo,Full,2,Yes,32,Private,Black
SA01222,228000,Audi,Sedan,2022,4,80000,Manual,Petrol,2,Gauteng,Full,2,No,17,Dealership,White
SA01283,161000,Mercedes-Benz,SUV,2016,10,350000,Manual,Petrol,2.3,KwaZulu-Natal,Full,3,No,0,Dealership,Grey
SA00429,141000,Hyundai,Luxury,2018,8,65500,Manual,Petrol,3,Northern Cape,Full,2,No,0,Private,Grey
SA00241,291500,Ford,SUV,2021,5,46500,Automatic,Petrol,2,North West,Full,2,No,10,Dealership,Black
SA00566,110000,Nissan,Sedan,2022,4,34000,Manual,Petrol,1.6,Mpumalanga,Partial,3,No,19,Private,White
SA02272,67000,Nissan,SUV,2009,17,281000,Automatic,Diesel,3,Eastern Cape,Full,4,No,0,Private,Silver
SA01086,906500,Mercedes-Benz,Luxury,2025,1,13000,Automatic,Hybrid,3,Gauteng,Partial,1,No,57,Dealership,Blue
SA01876,22000,Renault,Hatchback,2008,18,149000,Automatic,Petrol,1.5,North West,Full,6,Yes,0,Private,Black
SA01779,28500,BMW,Hatchback,2008,18,282000,Manual,Petrol,1.3,Western Cape,Full,4,No,0,Dealership,Grey
SA01718,30500,Hyundai,Hatchback,2011,15,350000,Manual,Petrol,0.9,Western Cape,Full,4,No,0,Private,Silver
SA01611,50000,Audi,Hatchback,2013,13,161000,Manual,Petrol,1,KwaZulu-Natal,Full,5,No,0,Dealership,White
SA01879,306000,BMW,Luxury,2018,8,242000,Automatic,Diesel,2.4,Mpumalanga,Partial,3,No,0,Dealership,Black
SA00321,127000,Volkswagen,Sedan,2019,7,110000,Manual,Petrol,1.3,Eastern Cape,Full,3,No,0,Dealership,Silver
SA00934,85500,Volkswagen,Sedan,2016,10,157500,Manual,Petrol,1.6,Free State,Full,3,No,0,Dealership,Black
SA00546,67500,Hyundai,Hatchback,2017,9,149500,Manual,Diesel,1.1,Mpumalanga,Full,3,Yes,0,Dealership,Silver
SA01396,37000,Volkswagen,Hatchback,2013,13,259500,Manual,Petrol,1,Western Cape,Full,3,No,0,Private,White
SA02051,184500,Toyota,Hatchback,2025,1,5000,Manual,Petrol,1.8,Gauteng,Full,3,No,44,Dealership,Black
SA01720,288500,Renault,Bakkie,2023,3,44000,Manual,Diesel,2.5,KwaZulu-Natal,Partial,2,No,43,Dealership,Black
SA01898,131000,Toyota,Luxury,2017,9,187000,Automatic,Petrol,2.7,Western Cape,Partial,3,No,0,Dealership,Black
SA00174,185000,Nissan,SUV,2018,8,132000,Automatic,Petrol,1.6,Gauteng,Full,3,No,0,Private,White
SA01135,267000,Toyota,Sedan,2025,1,2500,Manual,Petrol,1.5,Gauteng,Partial,1,No,60,Dealership,Silver
SA01734,316000,Hyundai,Bakkie,2023,3,63500,Automatic,Diesel,2.5,Gauteng,Partial,2,No,38,Private,Grey
SA00058,170000,Isuzu,Hatchback,2022,4,46500,Manual,Petrol,1.6,KwaZulu-Natal,Full,1,No,27,Dealership,Black
SA02071,259000,BMW,Luxury,2019,7,107000,Automatic,Petrol,2.6,Gauteng,Full,4,Yes,0,Dealership,Blue
SA00528,299500,BMW,Luxury,2020,6,95000,Automatic,Petrol,2.6,Gauteng,None,2,No,4,Dealership,Grey
SA02265,111500,Toyota,Hatchback,2018,8,29000,Manual,Petrol,1.7,Western Cape,Full,3,No,0,Dealership,Silver
SA02207,117000,Toyota,Bakkie,2014,12,244500,Manual,Diesel,2.4,Eastern Cape,Partial,3,No,0,Private,Silver
SA02105,173000,Mercedes-Benz,Sedan,2018,8,16500,Manual,Petrol,1.7,Gauteng,Partial,3,No,0,Dealership,Black
SA01840,97500,Toyota,Hatchback,2020,6,78500,Manual,Petrol,1.3,Gauteng,None,2,No,7,Dealership,Grey
SA00954,275000,Audi,Luxury,2020,6,180000,Automatic,Petrol,3.2,Gauteng,Full,2,Yes,4,Dealership,Black
SA02096,169500,Toyota,Sedan,2021,5,91500,Manual,Petrol,1.9,Gauteng,Full,2,No,13,Dealership,White
SA00437,117000,Volkswagen,Sedan,2019,7,136000,Manual,Petrol,1.3,KwaZulu-Natal,Full,2,No,0,Dealership,Silver
SA00007,169500,Ford,Hatchback,2023,3,56000,Automatic,Petrol,1.8,Free State,Full,2,No,49,Private,White
SA00142,92000,Ford,Hatchback,2018,8,142500,Automatic,Petrol,1.4,Limpopo,Full,2,No,0,Dealership,White
SA00193,134500,Toyota,Bakkie,2021,5,112000,Manual,Diesel,2.8,Free State,Full,2,No,2,Private,Grey
SA00098,24000,Toyota,Sedan,2007,19,350000,Manual,Petrol,1.4,Free State,Partial,6,No,0,Private,Red
SA00265,82000,Ford,Sedan,2017,9,203500,Automatic,Petrol,1.9,Gauteng,Full,2,Yes,0,Private,White
SA01661,107500,Volkswagen,Hatchback,2018,8,174000,Automatic,Petrol,1.4,Gauteng,Full,3,No,0,Dealership,Silver
SA02049,60000,Renault,Hatchback,2016,10,213500,Automatic,Diesel,1.9,Northern Cape,Full,3,No,0,Dealership,Grey
SA00052,188500,Isuzu,Hatchback,2023,3,39000,Manual,Petrol,1,Mpumalanga,Full,1,No,39,Private,White
SA00873,245000,Renault,SUV,2021,5,11500,Automatic,Hybrid,1.8,Eastern Cape,Full,2,No,18,Private,White
SA01193,268500,Nissan,Luxury,2021,5,114000,Automatic,Petrol,2.9,Western Cape,Full,2,No,15,Dealership,White
SA02233,48000,Volkswagen,SUV,2011,15,213000,Manual,Diesel,2.1,North West,Full,3,No,0,Private,Other
SA02193,91500,Renault,SUV,2016,10,235500,Manual,Petrol,2.2,Gauteng,Partial,3,No,0,Dealership,White
SA02327,46000,Volkswagen,Hatchback,2012,14,127500,Automatic,Petrol,1,Western Cape,Full,6,No,0,Private,Red
SA00772,54000,Renault,Sedan,2014,12,164500,Manual,Petrol,1.8,Western Cape,Full,3,No,0,Private,Other
SA01749,323500,Kia,Bakkie,2023,3,71000,Manual,Diesel,2.2,Gauteng,Full,2,No,38,Dealership,Grey
SA01727,57000,Toyota,Hatchback,2015,11,62000,Manual,Petrol,1.5,Mpumalanga,Partial,2,No,0,Dealership,White
SA01750,65500,Nissan,Luxury,2008,18,281000,Automatic,Diesel,2.8,Mpumalanga,Full,4,No,0,Dealership,Silver
SA01662,54500,Volkswagen,Hatchback,2017,9,126500,Automatic,Petrol,1.4,Limpopo,None,4,No,0,Dealership,Silver
SA02328,173000,Volkswagen,SUV,2018,8,220500,Manual,Diesel,2.3,KwaZulu-Natal,Full,3,No,0,Private,White
SA00606,34500,Toyota,SUV,2008,18,350000,Manual,Diesel,2.3,Mpumalanga,None,6,Yes,0,Dealership,Grey
SA01239,48500,Ford,Sedan,2014,12,163500,Manual,Petrol,1.8,Gauteng,Partial,5,Yes,0,Private,Blue
SA01328,129500,Volkswagen,Hatchback,2021,5,20000,Manual,Petrol,1.2,Western Cape,Partial,3,No,14,Private,Silver
SA00965,95000,Volkswagen,Sedan,2015,11,197500,Manual,Diesel,1.5,Western Cape,Full,3,No,0,Dealership,Red
SA01085,297500,Audi,Luxury,2016,10,119000,Automatic,Petrol,2.7,Limpopo,Full,3,No,0,Dealership,White
SA00685,66500,Volkswagen,Hatchback,2016,10,184500,Manual,Petrol,1.5,Gauteng,Partial,3,No,0,Private,Black
SA01374,65000,Hyundai,Sedan,2015,11,144500,Manual,Petrol,2.2,Gauteng,Full,3,No,0,Private,Silver
SA00801,52500,Renault,Hatchback,2017,9,66000,Manual,Petrol,1.1,KwaZulu-Natal,None,4,No,0,Dealership,Silver
SA00632,128500,Toyota,SUV,2014,12,128000,Manual,Petrol,2.3,Gauteng,Full,3,No,0,Dealership,Red
SA01983,29000,Suzuki,Sedan,2009,17,142500,Manual,Petrol,1.9,North West,Partial,5,Yes,0,Dealership,Black
SA02343,57500,Volkswagen,Hatchback,2013,13,231500,Automatic,Petrol,1.5,Western Cape,Partial,4,No,0,Dealership,Other
SA01984,198500,Hyundai,Sedan,2022,4,66500,Manual,Diesel,1.8,Gauteng,Full,3,No,19,Private,Black
SA01388,47500,Kia,Hatchback,2014,12,200000,Automatic,Petrol,1.4,Gauteng,Partial,3,No,0,Private,White
SA02418,83500,Volkswagen,Luxury,2011,15,253500,Automatic,Petrol,2.6,Gauteng,Full,4,No,0,Dealership,Black
SA01208,362500,BMW,Luxury,2022,4,117000,Manual,Petrol,2.4,KwaZulu-Natal,None,2,No,21,Dealership,Black
SA02030,191500,Hyundai,Bakkie,2020,6,125000,Manual,Diesel,2.5,Limpopo,Full,4,No,7,Dealership,Silver
SA01482,120500,Toyota,SUV,2016,10,93500,Automatic,Petrol,2.4,Western Cape,Partial,4,No,0,Dealership,Red
SA01770,368000,Nissan,Bakkie,2025,1,2500,Automatic,Diesel,2.4,KwaZulu-Natal,Partial,2,No,60,Private,Grey
SA00450,407000,Nissan,SUV,2024,2,2500,Automatic,Petrol,2.9,Northern Cape,Full,2,No,43,Dealership,Grey
SA00414,196500,Volkswagen,SUV,2019,7,160000,Automatic,Diesel,1.7,Gauteng,Full,2,No,0,Dealership,White
SA02266,193500,Ford,Bakkie,2018,8,15000,Automatic,Petrol,2.7,North West,Full,2,No,0,Private,White
SA01171,39500,Suzuki,Hatchback,2012,14,5500,Manual,Petrol,1.4,Gauteng,Full,4,No,0,Private,Silver
SA00805,107000,Ford,Bakkie,2016,10,212500,Automatic,Diesel,2.6,Western Cape,None,3,No,0,Private,White
SA00077,118000,Nissan,Bakkie,2016,10,227000,Manual,Diesel,2.5,North West,Partial,4,No,0,Dealership,Black
SA00063,413500,Hyundai,SUV,2024,2,59500,Automatic,Petrol,2.5,Western Cape,Full,2,No,60,Private,Black
SA01016,113500,Toyota,SUV,2012,14,2500,Automatic,Petrol,2.7,Mpumalanga,None,5,No,0,Private,Silver
SA01260,23500,Renault,Sedan,2009,17,267500,Automatic,Petrol,1.6,KwaZulu-Natal,Partial,4,No,0,Private,Grey
SA02217,250000,Audi,Sedan,2021,5,85500,Manual,Petrol,1.7,Western Cape,Full,2,No,15,Private,Silver
SA00370,35500,Renault,SUV,2007,19,83500,Automatic,Petrol,1.9,Gauteng,Full,5,Yes,0,Private,Black
SA02108,34000,Renault,Sedan,2011,15,310500,Automatic,Petrol,1.5,Gauteng,Partial,4,No,0,Private,Grey
SA01990,361000,Kia,Sedan,2024,2,45000,Manual,Diesel,1.7,Western Cape,Full,1,No,50,Private,Black
SA01128,476500,BMW,Luxury,2020,6,115500,Automatic,Hybrid,2.4,Gauteng,Full,5,No,0,Dealership,White
SA00197,36500,Hyundai,Hatchback,2012,14,234000,Manual,Petrol,0.9,Limpopo,Full,3,Yes,0,Private,Silver
SA01005,228500,Ford,Bakkie,2019,7,51500,Manual,Diesel,3.1,Gauteng,None,3,No,0,Dealership,Silver
SA00071,109500,Ford,SUV,2014,12,170000,Automatic,Diesel,2.1,Gauteng,Full,3,No,0,Dealership,White
SA00627,256500,Ford,SUV,2020,6,174500,Automatic,Petrol,2.6,Gauteng,Partial,4,No,0,Dealership,Silver
SA00718,167000,Hyundai,Hatchback,2022,4,65000,Manual,Diesel,1.4,Gauteng,Full,1,No,28,Dealership,Black
SA01505,618500,Ford,Luxury,2024,2,29000,Automatic,Diesel,2.8,Western Cape,Full,2,No,57,Dealership,Blue
SA02032,105500,Ford,Bakkie,2015,11,334500,Automatic,Diesel,2.4,Gauteng,Partial,4,No,0,Dealership,Black
SA01833,65000,Kia,SUV,2012,14,281500,Automatic,Diesel,1.5,North West,Full,3,No,0,Dealership,Black
SA01268,124500,Volkswagen,Hatchback,2022,4,78000,Automatic,Petrol,1.4,KwaZulu-Natal,None,2,No,17,Dealership,Grey
SA02113,263000,Suzuki,Luxury,2020,6,31500,Automatic,Petrol,2.5,KwaZulu-Natal,Full,3,No,0,Dealership,Blue
SA02083,263500,Audi,Hatchback,2023,3,34500,Automatic,Petrol,1.8,Western Cape,Full,3,No,33,Dealership,Silver
SA02222,193500,Volkswagen,Sedan,2022,4,159500,Manual,Petrol,1.8,Eastern Cape,Full,2,No,16,Dealership,Silver
SA02306,248500,Hyundai,SUV,2023,3,42000,Automatic,Petrol,2.2,Western Cape,Full,2,No,32,Dealership,Silver
SA00170,119500,Toyota,Sedan,2017,9,166500,Automatic,Petrol,2.1,Gauteng,Full,2,No,0,Dealership,White
SA01789,203000,Toyota,Hatchback,2022,4,34500,Manual,Petrol,1.7,KwaZulu-Natal,Partial,2,No,21,Dealership,Silver
SA01551,153000,Ford,SUV,2020,6,85500,Manual,Petrol,1.6,KwaZulu-Natal,None,3,No,0,Dealership,Black
SA00945,41500,BMW,Luxury,2007,19,193000,Automatic,Petrol,2.7,Gauteng,Partial,5,No,0,Dealership,White
SA00198,180500,Nissan,SUV,2021,5,141500,Manual,Petrol,2,Eastern Cape,Partial,3,No,9,Private,Grey
SA02164,190000,Ford,Sedan,2023,3,35000,Manual,Diesel,1.7,Gauteng,Partial,1,No,48,Dealership,Silver
SA00650,53500,Nissan,Hatchback,2017,9,263000,Automatic,Petrol,1.6,Western Cape,None,2,No,0,Private,Grey
SA00888,108500,BMW,Luxury,2011,15,350000,Automatic,Diesel,2.2,Gauteng,Partial,3,No,0,Dealership,Grey
SA00204,35500,Audi,Luxury,2006,20,301000,Automatic,Petrol,2.4,Gauteng,Partial,5,No,0,Private,Black
SA00382,86000,BMW,Luxury,2012,14,342500,Automatic,Petrol,3.2,Gauteng,Full,3,No,0,Private,White
SA01929,74000,Toyota,Luxury,2010,16,136500,Automatic,Diesel,2.3,Western Cape,Full,5,No,0,Private,Other
SA00220,134000,Hyundai,SUV,2018,8,101500,Automatic,Petrol,2.3,Gauteng,Partial,2,Yes,0,Private,White
SA02245,339000,Kia,Bakkie,2020,6,115000,Manual,Diesel,2.8,Western Cape,Full,2,No,0,Private,White
SA00216,32000,Kia,Hatchback,2009,17,169500,Automatic,Petrol,1.3,Western Cape,Partial,3,No,0,Dealership,Grey
SA00493,61500,Hyundai,Sedan,2014,12,350000,Automatic,Petrol,1.5,North West,Full,3,No,0,Private,Red
SA01592,262000,Toyota,SUV,2020,6,161000,Automatic,Diesel,2.3,Gauteng,Full,2,No,16,Dealership,White
SA02382,77000,Renault,Bakkie,2015,11,221000,Manual,Diesel,2.2,Mpumalanga,None,4,Yes,0,Dealership,Black
SA01609,158000,Volkswagen,SUV,2017,9,99500,Automatic,Diesel,2.4,Gauteng,Full,3,No,0,Dealership,White
SA00082,116000,Volkswagen,Hatchback,2021,5,132500,Manual,Petrol,1.3,Gauteng,Full,3,No,20,Private,Grey
SA01795,291000,Toyota,SUV,2022,4,3500,Automatic,Petrol,2,Western Cape,Partial,2,No,25,Dealership,Silver
SA00433,104000,Hyundai,SUV,2014,12,240000,Manual,Petrol,2.7,KwaZulu-Natal,Full,3,No,0,Private,Blue
SA00789,237500,BMW,Sedan,2020,6,50500,Manual,Diesel,1.9,Eastern Cape,Full,3,No,0,Dealership,White
SA00855,37000,Isuzu,Hatchback,2012,14,248000,Manual,Petrol,1.3,Limpopo,Partial,3,Yes,0,Dealership,Silver
SA01070,87000,Nissan,Sedan,2015,11,291500,Manual,Petrol,2,Western Cape,Full,4,No,0,Dealership,Black
SA02046,35000,Toyota,Sedan,2008,18,314000,Manual,Diesel,1.7,Gauteng,Full,4,No,0,Private,Other
SA01057,133500,Isuzu,Sedan,2019,7,232000,Manual,Petrol,1.4,Gauteng,Partial,2,No,0,Dealership,White
SA01637,122500,Renault,Hatchback,2022,4,40500,Manual,Diesel,1.6,Gauteng,None,2,No,26,Dealership,Black
SA00580,120500,Ford,Sedan,2018,8,68500,Manual,Petrol,1.7,Gauteng,Full,4,No,0,Private,Black
SA01393,36500,Suzuki,SUV,2010,16,315000,Automatic,Petrol,2.1,Western Cape,Full,4,No,0,Dealership,Red
SA00221,239500,Mercedes-Benz,Luxury,2016,10,2500,Manual,Petrol,2.2,Eastern Cape,Full,3,No,0,Dealership,Silver
SA00042,45500,Hyundai,SUV,2009,17,350000,Automatic,Diesel,2.1,KwaZulu-Natal,Full,4,No,0,Dealership,Red
SA00446,274500,Mercedes-Benz,Luxury,2018,8,149500,Automatic,Petrol,2.6,Western Cape,Full,2,No,0,Dealership,Red
SA01298,374500,Audi,Luxury,2021,5,116000,Automatic,Petrol,2.4,Western Cape,Partial,3,No,11,Dealership,Grey
SA01874,185000,Suzuki,Luxury,2018,8,53500,Automatic,Petrol,3,Western Cape,Full,3,No,0,Private,Blue
SA00371,168500,BMW,SUV,2015,11,236500,Manual,Diesel,2.1,Western Cape,Partial,2,No,0,Private,Silver
SA00294,163000,Toyota,Sedan,2019,7,149000,Manual,Diesel,2,KwaZulu-Natal,Full,3,No,0,Dealership,Blue
SA01423,171500,Toyota,Sedan,2020,6,86000,Manual,Petrol,1.6,Gauteng,Full,2,No,0,Dealership,Black
SA01129,254500,Hyundai,SUV,2022,4,102500,Automatic,Hybrid,1.9,KwaZulu-Natal,Full,3,Yes,23,Dealership,Grey
SA01339,67500,Volkswagen,Bakkie,2013,13,237500,Manual,Petrol,2.8,Northern Cape,None,3,Yes,0,Dealership,Grey
SA00545,142000,Volkswagen,Sedan,2020,6,56500,Manual,Petrol,1.6,Western Cape,Full,2,No,0,Private,White
SA01850,282000,Renault,Luxury,2021,5,81500,Automatic,Petrol,3,Gauteng,Full,3,No,15,Dealership,Silver
SA02178,23000,Kia,Hatchback,2008,18,274000,Automatic,Petrol,1.5,Gauteng,Full,5,Yes,0,Dealership,Black
SA00420,91500,Volkswagen,SUV,2015,11,259000,Automatic,Diesel,2.4,Limpopo,Partial,3,Yes,0,Dealership,Black
SA01032,93500,Ford,Hatchback,2019,7,126500,Manual,Petrol,1.5,Eastern Cape,Full,3,No,0,Dealership,White
SA02121,242500,Hyundai,Luxury,2020,6,132000,Manual,Petrol,2.8,Western Cape,Full,2,No,6,Dealership,Grey
SA01184,176000,Hyundai,Sedan,2021,5,2500,Automatic,Petrol,1.8,Free State,Full,2,No,0,Private,Silver
SA00526,69500,BMW,Hatchback,2015,11,164500,Manual,Diesel,1.3,KwaZulu-Natal,Full,3,No,0,Private,Black
SA00162,293500,Volkswagen,Sedan,2025,1,34500,Automatic,Petrol,1.7,Eastern Cape,Full,1,No,60,Private,White
SA01110,101500,Volkswagen,SUV,2016,10,110500,Manual,Diesel,2.1,Mpumalanga,Partial,3,No,0,Private,Other
SA01365,517000,Audi,Luxury,2020,6,16000,Automatic,Petrol,2.4,Northern Cape,Full,2,No,0,Private,Grey
SA02373,221000,Hyundai,Sedan,2023,3,17500,Manual,Petrol,1.3,Free State,Full,1,No,35,Private,White
SA00065,108500,Ford,Luxury,2012,14,162500,Automatic,Petrol,2.6,North West,Partial,4,No,0,Private,White
SA00130,90000,Isuzu,SUV,2014,12,193500,Automatic,Diesel,2.1,Gauteng,Full,3,No,0,Private,White
SA00878,106000,Kia,SUV,2015,11,150500,Automatic,Petrol,2.1,Western Cape,Partial,3,Yes,0,Dealership,Black
SA01126,45000,Toyota,Hatchback,2015,11,116000,Manual,Petrol,1.4,Eastern Cape,Full,2,No,0,Dealership,Black
SA01540,234500,Kia,Luxury,2020,6,40500,Automatic,Petrol,2.4,Gauteng,Partial,2,No,7,Dealership,Silver
SA00548,241500,Ford,Hatchback,2025,1,2500,Automatic,Petrol,1.4,Western Cape,Full,1,No,59,Private,White
SA00612,126000,Suzuki,Sedan,2019,7,171000,Manual,Petrol,1.9,Limpopo,Full,2,No,0,Private,Silver
SA01472,36500,Volkswagen,Sedan,2010,16,185000,Automatic,Diesel,1.3,KwaZulu-Natal,None,4,No,0,Private,Blue
SA00730,110500,Kia,SUV,2015,11,105500,Automatic,Diesel,2.4,North West,Full,3,No,0,Dealership,Black
SA00914,151000,Nissan,SUV,2017,9,160500,Automatic,Diesel,2.4,Gauteng,Full,5,Yes,0,Dealership,Grey
SA00333,143000,Ford,Hatchback,2023,3,108000,Manual,Diesel,1.1,Gauteng,Partial,2,No,30,Dealership,Red
SA01949,276500,Ford,SUV,2022,4,71000,Automatic,Diesel,2.5,Gauteng,Partial,2,No,21,Private,Black
SA00244,277500,Toyota,Sedan,2024,2,38500,Automatic,Petrol,1.6,Gauteng,Partial,2,No,53,Dealership,Black
SA01467,84000,Volkswagen,Sedan,2017,9,82500,Manual,Petrol,1.8,Gauteng,Partial,3,No,0,Dealership,White
